accession	secondary_sample_accession	bio_material	cell_line	cell_type	collected_by	collection_date	country	cultivar	culture_collection	description	dev_stage	ecotype	environmental_sample	first_public	germline	identified_by	isolate	isolation_source	location	mating_type	serotype	serovar	sex	submitted_sex	specimen_voucher	strain	sub_species	sub_strain	tissue_lib	tissue_type	variety	tax_id	scientific_name	sample_alias	checklist	center_name	depth	elevation	altitude	environment_biome	environment_feature	environment_material	temperature	salinity	sampling_campaign	sampling_site	sampling_platform	protocol_label	project_name	host	host_tax_id	host_status	host_sex	submitted_host_sex	host_body_site	host_gravidity	host_phenotype	host_genotype	host_growth_conditions	environmental_package	investigation_type	experimental_factor	sample_collection	sequencing_method	target_gene	ph	broker_name
SAMEA2271705	ERS379172									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240417						487	Neisseria meningitidis	M13_240417-sc-1789468	ERC000011	Wellcome Sanger Institute																															
SAMEA2271706	ERS379173									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240418						487	Neisseria meningitidis	M13_240418-sc-1789469	ERC000011	Wellcome Sanger Institute																															
SAMEA2271707	ERS379174									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240421						487	Neisseria meningitidis	M13_240421-sc-1789470	ERC000011	Wellcome Sanger Institute																															
SAMEA2271708	ERS379175									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240422						487	Neisseria meningitidis	M13_240422-sc-1789471	ERC000011	Wellcome Sanger Institute																															
SAMEA2271709	ERS379176									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240424						487	Neisseria meningitidis	M13_240424-sc-1789472	ERC000011	Wellcome Sanger Institute																															
SAMEA2271710	ERS379177									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240426						487	Neisseria meningitidis	M13_240426-sc-1789473	ERC000011	Wellcome Sanger Institute																															
SAMEA2271711	ERS379178									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240427						487	Neisseria meningitidis	M13_240427-sc-1789474	ERC000011	Wellcome Sanger Institute																															
SAMEA2271712	ERS379179									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240428						487	Neisseria meningitidis	M13_240428-sc-1789475	ERC000011	Wellcome Sanger Institute																															
SAMEA2271713	ERS379180									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240429						487	Neisseria meningitidis	M13_240429-sc-1789476	ERC000011	Wellcome Sanger Institute																															
SAMEA2271714	ERS379181									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240431						487	Neisseria meningitidis	M13_240431-sc-1789477	ERC000011	Wellcome Sanger Institute																															
SAMEA2271715	ERS379182									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240434						487	Neisseria meningitidis	M13_240434-sc-1789478	ERC000011	Wellcome Sanger Institute																															
SAMEA2271716	ERS379183									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240436						487	Neisseria meningitidis	M13_240436-sc-1789479	ERC000011	Wellcome Sanger Institute																															
SAMEA2271717	ERS379184									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240437						487	Neisseria meningitidis	M13_240437-sc-1789480	ERC000011	Wellcome Sanger Institute																															
SAMEA2271718	ERS379185									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240438						487	Neisseria meningitidis	M13_240438-sc-1789481	ERC000011	Wellcome Sanger Institute																															
SAMEA2271719	ERS379186									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240439						487	Neisseria meningitidis	M13_240439-sc-1789482	ERC000011	Wellcome Sanger Institute																															
SAMEA2271720	ERS379187									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240440						487	Neisseria meningitidis	M13_240440-sc-1789483	ERC000011	Wellcome Sanger Institute																															
SAMEA2271721	ERS379188									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240446						487	Neisseria meningitidis	M13_240446-sc-1789484	ERC000011	Wellcome Sanger Institute																															
SAMEA2271722	ERS379189									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240448						487	Neisseria meningitidis	M13_240448-sc-1789485	ERC000011	Wellcome Sanger Institute																															
SAMEA2271723	ERS379190									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240449						487	Neisseria meningitidis	M13_240449-sc-1789486	ERC000011	Wellcome Sanger Institute																															
SAMEA2271724	ERS379191									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240450						487	Neisseria meningitidis	M13_240450-sc-1789487	ERC000011	Wellcome Sanger Institute																															
SAMEA2271725	ERS379192									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240451						487	Neisseria meningitidis	M13_240451-sc-1789488	ERC000011	Wellcome Sanger Institute																															
SAMEA2271726	ERS379193									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240452						487	Neisseria meningitidis	M13_240452-sc-1789489	ERC000011	Wellcome Sanger Institute																															
SAMEA2271727	ERS379194									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240453						487	Neisseria meningitidis	M13_240453-sc-1789490	ERC000011	Wellcome Sanger Institute																															
SAMEA2271728	ERS379195									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240455						487	Neisseria meningitidis	M13_240455-sc-1789491	ERC000011	Wellcome Sanger Institute																															
SAMEA2271729	ERS379196									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240457						487	Neisseria meningitidis	M13_240457-sc-1789492	ERC000011	Wellcome Sanger Institute																															
SAMEA2271730	ERS379197									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240458						487	Neisseria meningitidis	M13_240458-sc-1789493	ERC000011	Wellcome Sanger Institute																															
SAMEA2271731	ERS379198									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240460						487	Neisseria meningitidis	M13_240460-sc-1789494	ERC000011	Wellcome Sanger Institute																															
SAMEA2271732	ERS379199									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240461						487	Neisseria meningitidis	M13_240461-sc-1789495	ERC000011	Wellcome Sanger Institute																															
SAMEA2271733	ERS379200									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240463						487	Neisseria meningitidis	M13_240463-sc-1789496	ERC000011	Wellcome Sanger Institute																															
SAMEA2271734	ERS379201									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240465						487	Neisseria meningitidis	M13_240465-sc-1789497	ERC000011	Wellcome Sanger Institute																															
SAMEA2271735	ERS379202									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240464						487	Neisseria meningitidis	M13_240464-sc-1789498	ERC000011	Wellcome Sanger Institute																															
SAMEA2271736	ERS379203									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240466						487	Neisseria meningitidis	M13_240466-sc-1789499	ERC000011	Wellcome Sanger Institute																															
SAMEA2271737	ERS379204									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240467						487	Neisseria meningitidis	M13_240467-sc-1789500	ERC000011	Wellcome Sanger Institute																															
SAMEA2271738	ERS379205									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240468						487	Neisseria meningitidis	M13_240468-sc-1789501	ERC000011	Wellcome Sanger Institute																															
SAMEA2271739	ERS379206									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240469						487	Neisseria meningitidis	M13_240469-sc-1789502	ERC000011	Wellcome Sanger Institute																															
SAMEA2271740	ERS379207									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240472						487	Neisseria meningitidis	M13_240472-sc-1789503	ERC000011	Wellcome Sanger Institute																															
SAMEA2271741	ERS379208									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240473						487	Neisseria meningitidis	M13_240473-sc-1789504	ERC000011	Wellcome Sanger Institute																															
SAMEA2271742	ERS379209									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240475						487	Neisseria meningitidis	M13_240475-sc-1789505	ERC000011	Wellcome Sanger Institute																															
SAMEA2271743	ERS379210									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240476						487	Neisseria meningitidis	M13_240476-sc-1789506	ERC000011	Wellcome Sanger Institute																															
SAMEA2271744	ERS379211									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240478						487	Neisseria meningitidis	M13_240478-sc-1789507	ERC000011	Wellcome Sanger Institute																															
SAMEA2271745	ERS379212									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240479						487	Neisseria meningitidis	M13_240479-sc-1789508	ERC000011	Wellcome Sanger Institute																															
SAMEA2271746	ERS379213									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240481						487	Neisseria meningitidis	M13_240481-sc-1789509	ERC000011	Wellcome Sanger Institute																															
SAMEA2271747	ERS379214									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240482						487	Neisseria meningitidis	M13_240482-sc-1789510	ERC000011	Wellcome Sanger Institute																															
SAMEA2271748	ERS379215									This sample has been submitted by Wellcome Sanger Institute on 2013-12-09; Neisseria meningitidis			false	2014-03-25	false											M13 240483						487	Neisseria meningitidis	M13_240483-sc-1789511	ERC000011	Wellcome Sanger Institute																															
SAMEA2272052	ERS379512									BioSample entry for genome collection GCA_000304435			false	2013-12-19	false											alpha704						1200386	Neisseria meningitidis alpha704	GCA_000304435	ERC000011	European Bioinformatics Institute																															ENA
SAMEA2272690	ERS380094									BioSample entry for genome collection GCA_000253215			false	2013-12-19	false						A	A				WUE 2594						942513	Neisseria meningitidis WUE 2594	GCA_000253215	ERC000011	European Bioinformatics Institute																															ENA
SAMEA2272745	ERS380143									BioSample entry for genome collection GCA_000026965			false	2013-12-19	false											8013						604162	Neisseria meningitidis 8013	GCA_000026965	ERC000011	European Bioinformatics Institute																															ENA
SAMEA2297485	ERS389872									WTCHG_55961_201			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_201	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297486	ERS389873									WTCHG_55961_202			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_202	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297487	ERS389874									WTCHG_55961_203			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_203	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297488	ERS389875									WTCHG_55961_204			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_204	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297489	ERS389876									WTCHG_55961_205			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_205	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297490	ERS389877									WTCHG_55961_206			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_206	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297491	ERS389878									WTCHG_55961_207			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_207	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297492	ERS389879									WTCHG_55961_208			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_208	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297493	ERS389880									WTCHG_55961_209			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_209	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297494	ERS389881									WTCHG_55961_210			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_210	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297495	ERS389882									WTCHG_55961_211			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_211	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297496	ERS389883									WTCHG_55961_212			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_212	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297497	ERS389884									WTCHG_55961_213			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_213	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297498	ERS389885									WTCHG_55961_214			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_214	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297499	ERS389886									WTCHG_55961_215			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_215	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297500	ERS389887									WTCHG_55961_216			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_216	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297501	ERS389888									WTCHG_55961_217			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_217	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297502	ERS389889									WTCHG_55961_218			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_218	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297503	ERS389890									WTCHG_55961_219			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_219	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297504	ERS389891									WTCHG_55961_220			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_220	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297505	ERS389892									WTCHG_55961_221			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_221	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297506	ERS389893									WTCHG_55961_222			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_222	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297507	ERS389894									WTCHG_55961_223			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_223	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297508	ERS389895									WTCHG_55961_224			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_224	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297509	ERS389896									WTCHG_55961_225			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_225	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297510	ERS389897									WTCHG_55961_226			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_226	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297511	ERS389898									WTCHG_55961_227			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_227	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297512	ERS389899									WTCHG_55961_228			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_228	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297513	ERS389900									WTCHG_55961_229			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_229	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297514	ERS389901									WTCHG_55961_230			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_230	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297515	ERS389902									WTCHG_55961_231			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_231	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297516	ERS389903									WTCHG_55961_232			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_232	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297517	ERS389904									WTCHG_55961_233			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_233	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297518	ERS389905									WTCHG_55961_234			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_234	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297519	ERS389906									WTCHG_55961_235			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_235	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297520	ERS389907									WTCHG_55961_236			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_236	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297521	ERS389908									WTCHG_55961_237			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_237	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297522	ERS389909									WTCHG_55961_238			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_238	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297523	ERS389910									WTCHG_55961_239			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_239	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297524	ERS389911									WTCHG_55961_240			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_240	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297525	ERS389912									WTCHG_55961_241			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_241	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297526	ERS389913									WTCHG_55961_242			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_242	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297527	ERS389914									WTCHG_55961_243			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_243	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297528	ERS389915									WTCHG_55961_244			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_244	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297529	ERS389916									WTCHG_55961_245			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_245	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297530	ERS389917									WTCHG_55961_246			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_246	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297531	ERS389918									WTCHG_55961_247			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_247	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297532	ERS389919									WTCHG_55961_248			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_248	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297533	ERS389920									WTCHG_55961_249			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_249	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297534	ERS389921									WTCHG_55961_250			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_250	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297535	ERS389922									WTCHG_55961_251			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_251	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297536	ERS389923									WTCHG_55961_252			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_252	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297537	ERS389924									WTCHG_55961_253			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_253	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297538	ERS389925									WTCHG_55961_254			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_254	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297539	ERS389926									WTCHG_55961_255			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_255	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297540	ERS389927									WTCHG_55961_256			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_256	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297541	ERS389928									WTCHG_55961_257			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_257	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297542	ERS389929									WTCHG_55961_258			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_258	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297543	ERS389930									WTCHG_55961_259			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_259	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297544	ERS389931									WTCHG_55961_260			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_260	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297545	ERS389932									WTCHG_55961_261			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_261	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297546	ERS389933									WTCHG_55961_262			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_262	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297547	ERS389934									WTCHG_55961_263			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_263	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297548	ERS389935									WTCHG_55961_264			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_264	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297549	ERS389936									WTCHG_55961_265			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_265	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297550	ERS389937									WTCHG_55961_266			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_266	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297551	ERS389938									WTCHG_55961_267			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_267	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297552	ERS389939									WTCHG_55961_268			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_268	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297553	ERS389940									WTCHG_55961_269			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_269	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297554	ERS389941									WTCHG_55961_270			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_270	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297555	ERS389942									WTCHG_55961_271			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_271	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297556	ERS389943									WTCHG_55961_272			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_272	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297557	ERS389944									WTCHG_55961_273			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_273	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297558	ERS389945									WTCHG_55961_274			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_274	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297559	ERS389946									WTCHG_55961_275			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_275	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297560	ERS389947									WTCHG_55961_276			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_276	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297561	ERS389948									WTCHG_55961_277			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_277	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297562	ERS389949									WTCHG_55961_278			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_278	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297563	ERS389950									WTCHG_55961_279			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_279	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297564	ERS389951									WTCHG_55961_280			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_280	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297565	ERS389952									WTCHG_55961_281			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_281	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297566	ERS389953									WTCHG_55961_282			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_282	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297567	ERS389954									WTCHG_55961_283			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_283	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297568	ERS389955									WTCHG_55961_284			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_284	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297569	ERS389956									WTCHG_55961_285			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_285	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297570	ERS389957									WTCHG_55961_286			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_286	ERC000011	University of Oxford																															MAIDEN_OX
