accession	secondary_sample_accession	bio_material	cell_line	cell_type	collected_by	collection_date	country	cultivar	culture_collection	description	dev_stage	ecotype	environmental_sample	first_public	germline	identified_by	isolate	isolation_source	location	mating_type	serotype	serovar	sex	submitted_sex	specimen_voucher	strain	sub_species	sub_strain	tissue_lib	tissue_type	variety	tax_id	scientific_name	sample_alias	checklist	center_name	depth	elevation	altitude	environment_biome	environment_feature	environment_material	temperature	salinity	sampling_campaign	sampling_site	sampling_platform	protocol_label	project_name	host	host_tax_id	host_status	host_sex	submitted_host_sex	host_body_site	host_gravidity	host_phenotype	host_genotype	host_growth_conditions	environmental_package	investigation_type	experimental_factor	sample_collection	sequencing_method	target_gene	ph	broker_name
SAMEA37707418	ERS1488391									SAMPLE_WTCHG_337909_228140			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_228140	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37708168	ERS1488392									SAMPLE_WTCHG_337909_228157			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_228157	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37708918	ERS1488393									SAMPLE_WTCHG_337909_229145			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_229145	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37709668	ERS1488394									SAMPLE_WTCHG_337909_229152			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_229152	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37710418	ERS1488395									SAMPLE_WTCHG_337909_230133			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_230133	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37711168	ERS1488396									SAMPLE_WTCHG_337909_230164			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_230164	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37711918	ERS1488397									SAMPLE_WTCHG_337909_231121			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_231121	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37713418	ERS1488399									SAMPLE_WTCHG_337909_232109			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_232109	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37714168	ERS1488400									SAMPLE_WTCHG_337909_232188			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_232188	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37714918	ERS1488401									SAMPLE_WTCHG_337909_233105			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_233105	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37715668	ERS1488402									SAMPLE_WTCHG_337909_233192			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_233192	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37716418	ERS1488403									SAMPLE_WTCHG_337909_234117			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_234117	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37717168	ERS1488404									SAMPLE_WTCHG_337909_234180			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_234180	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37717918	ERS1488405									SAMPLE_WTCHG_337909_235129			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_235129	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37718668	ERS1488406									SAMPLE_WTCHG_337909_235168			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_235168	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37719418	ERS1488407									SAMPLE_WTCHG_337909_236141			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_236141	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37720168	ERS1488408									SAMPLE_WTCHG_337909_236156			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_236156	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37720918	ERS1488409									SAMPLE_WTCHG_337909_237144			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_237144	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37721668	ERS1488410									SAMPLE_WTCHG_337909_237153			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_237153	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37722418	ERS1488411									SAMPLE_WTCHG_337909_238132			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_238132	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37723168	ERS1488412									SAMPLE_WTCHG_337909_238165			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_238165	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37723918	ERS1488413									SAMPLE_WTCHG_337909_239120			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_239120	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37724668	ERS1488414									SAMPLE_WTCHG_337909_239177			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_239177	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37725418	ERS1488415									SAMPLE_WTCHG_337909_240108			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_240108	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37726168	ERS1488416									SAMPLE_WTCHG_337909_240189			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_240189	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37726918	ERS1488417									SAMPLE_WTCHG_337909_241106			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_241106	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37727668	ERS1488418									SAMPLE_WTCHG_337909_241191			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_241191	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37728418	ERS1488419									SAMPLE_WTCHG_337909_242118			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_242118	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37729168	ERS1488420									SAMPLE_WTCHG_337909_242179			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_242179	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37729918	ERS1488421									SAMPLE_WTCHG_337909_243130			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_243130	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37730668	ERS1488422									SAMPLE_WTCHG_337909_243167			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_243167	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37731418	ERS1488423									SAMPLE_WTCHG_337909_244142			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_244142	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37732168	ERS1488424									SAMPLE_WTCHG_337909_244155			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_244155	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37732918	ERS1488425									SAMPLE_WTCHG_337909_245143			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_245143	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37733668	ERS1488426									SAMPLE_WTCHG_337909_245154			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_245154	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37734418	ERS1488427									SAMPLE_WTCHG_337909_246131			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_246131	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37735168	ERS1488428									SAMPLE_WTCHG_337909_246166			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_246166	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37735918	ERS1488429									SAMPLE_WTCHG_337909_247119			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_247119	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37736668	ERS1488430									SAMPLE_WTCHG_337909_247178			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_247178	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37737418	ERS1488431									SAMPLE_WTCHG_337909_248107			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_248107	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37738168	ERS1488432									SAMPLE_WTCHG_337909_248190			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_248190	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37738918	ERS1488433									SAMPLE_WTCHG_337909_249107			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_249107	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37739668	ERS1488434									SAMPLE_WTCHG_337909_249190			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_249190	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37740418	ERS1488435									SAMPLE_WTCHG_337909_250119			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_250119	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37741168	ERS1488436									SAMPLE_WTCHG_337909_250178			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_250178	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37741918	ERS1488437									SAMPLE_WTCHG_337909_251131			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_251131	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37742668	ERS1488438									SAMPLE_WTCHG_337909_251166			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_251166	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37743418	ERS1488439									SAMPLE_WTCHG_337909_252143			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_252143	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37744168	ERS1488440									SAMPLE_WTCHG_337909_252154			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_252154	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37744918	ERS1488441									SAMPLE_WTCHG_337909_253142			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_253142	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37745668	ERS1488442									SAMPLE_WTCHG_337909_253155			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_253155	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37746418	ERS1488443									SAMPLE_WTCHG_337909_254130			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_254130	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37747168	ERS1488444									SAMPLE_WTCHG_337909_254167			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_254167	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37747918	ERS1488445									SAMPLE_WTCHG_337909_255118			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_255118	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37748668	ERS1488446									SAMPLE_WTCHG_337909_255179			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_255179	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37749418	ERS1488447									SAMPLE_WTCHG_337909_256106			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_256106	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37750168	ERS1488448									SAMPLE_WTCHG_337909_256191			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_256191	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37750918	ERS1488449									SAMPLE_WTCHG_337909_257108			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_257108	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37751668	ERS1488450									SAMPLE_WTCHG_337909_257189			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_257189	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37752418	ERS1488451									SAMPLE_WTCHG_337909_258120			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_258120	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37753168	ERS1488452									SAMPLE_WTCHG_337909_258177			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_258177	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37753918	ERS1488453									SAMPLE_WTCHG_337909_259132			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_259132	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37754668	ERS1488454									SAMPLE_WTCHG_337909_259165			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_259165	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37755418	ERS1488455									SAMPLE_WTCHG_337909_260144			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_260144	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37756168	ERS1488456									SAMPLE_WTCHG_337909_260153			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_260153	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37756918	ERS1488457									SAMPLE_WTCHG_337909_261141			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_261141	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37757668	ERS1488458									SAMPLE_WTCHG_337909_261156			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_261156	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37758418	ERS1488459									SAMPLE_WTCHG_337909_262129			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_262129	ERC000011	University of Oxford																															MAIDEN_OX
